id_observation,id_observation_sinp,id_releve,id_releve_sinp,code_perso,id_releve_type,lib_biblio,nom_herbier,nom_org_f,lib_releve_methode,date_releve_deb,date_releve_fin,nom_obs,id_precision,resolution,code_gps,id_maille_inpn_5,id_maille_inpn_10,x_l93,y_l93,lon_wgs84,lat_wgs84,insee_comm,commune,insee_dept,lieudit,comm_loc,pays,alti_inf,alti_calc,alti_sup,surface,plage_surface,comm_milieu,lib_geologie,lib_lithologie,comm_litho,lib_exposition,pente,plage_pente,lib_hab_eunis,cd_hab_eunis,cd_hab_ch,lib_hab_ch,lib_hab_sbf,cd_hab_sbf,cd_ref_phyto,lib_syntaxon,rec_total_pl,haut_total,rec_arbo_pl,haut_arbo,rec_arbu_pl,haut_arbu,rec_sarb_pl,haut_sarb,rec_herba_pl,haut_herba,rec_crypto_pl,haut_crypto,substr_roch_pl,substr_bloc_pl,substr_cail_pl,substr_terr_pl,substr_grav_pl,substr_sabl_pl,substr_liti_pl,substr_tuf_pl,nom_cite,cd_nom,nom_complet,cd_ref,nom_reconnu,tax_type,famille,plage_nb_pieds,nombre_pieds,lib_strate,lib_phenologie1,lib_phenologie2,lib_deg_nat,abondance,sociab,lib_herbier,part_herbier1,comm_taxon,meta_original_id_obs,nom_programme,lib_org_comm,meta_comm,meta_original_id_rel,meta_original_bdd,sinp_dspublique,valid_reg
34901381,ee677759-d81e-423e-9d14-8ec59001aac1,10971299,7b270ffe-d9d3-44d1-931f-707320a51a0d,Band : B3,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/18/2019,7/18/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B3_30,5kmL93E0965N6430,10kmL93E096N643,968867.47,6432026.48,6.409167513,44.93519595,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2373,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,>75% (80%),,10-25% (15%),,10-25% (10%),,,10-25% (20%),5-10% (5%),,<5% (0%),<5% (0%),10-25% (10%),,Poa nemoralis,114297,"Poa nemoralis L., 1753",114297,"Poa nemoralis L., 1753",P,Poaceae,,,,,,,,,,,"Recouvrement relatif : 0,153846154",,ROCVEG,,,,glacier_blanc.csv,Donnée publique,Non validée
34901397,8262bf53-80d0-42b5-9071-8381ecfa4f7a,10971299,7b270ffe-d9d3-44d1-931f-707320a51a0d,Band : B3,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/18/2019,7/18/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B3_30,5kmL93E0965N6430,10kmL93E096N643,968867.47,6432026.48,6.409167513,44.93519595,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2373,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,>75% (80%),,10-25% (15%),,10-25% (10%),,,10-25% (20%),5-10% (5%),,<5% (0%),<5% (0%),10-25% (10%),,Salix laggeri,120085,"Salix laggeri Wimm., 1854",120085,"Salix laggeri Wimm., 1854",P,Salicaceae,,,,,,,,,,,Recouvrement relatif : 80,,ROCVEG,,,,glacier_blanc.csv,Donnée publique,Non validée
34901413,cb36ba6a-dda5-4518-a333-253e7dc0c31d,10971299,7b270ffe-d9d3-44d1-931f-707320a51a0d,Band : B3,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/18/2019,7/18/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B3_30,5kmL93E0965N6430,10kmL93E096N643,968867.47,6432026.48,6.409167513,44.93519595,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2373,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,>75% (80%),,10-25% (15%),,10-25% (10%),,,10-25% (20%),5-10% (5%),,<5% (0%),<5% (0%),10-25% (10%),,Saxifraga aizoides,120965,"Saxifraga aizoides L., 1753",120965,"Saxifraga aizoides L., 1753",P,Saxifragaceae,,,,,,,,,,,"Recouvrement relatif : 0,153846154",,ROCVEG,,,,glacier_blanc.csv,Donnée publique,Non validée
34901430,8af852ed-a1f4-4d41-81c9-38ab30f30261,10971299,7b270ffe-d9d3-44d1-931f-707320a51a0d,Band : B3,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/18/2019,7/18/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B3_30,5kmL93E0965N6430,10kmL93E096N643,968867.47,6432026.48,6.409167513,44.93519595,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2373,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,>75% (80%),,10-25% (15%),,10-25% (10%),,,10-25% (20%),5-10% (5%),,<5% (0%),<5% (0%),10-25% (10%),,Saxifraga paniculata,121139,"Saxifraga paniculata Mill., 1768",121139,"Saxifraga paniculata Mill., 1768",P,Saxifragaceae,,,,,,,,,,,"Recouvrement relatif : 0,153846154",,ROCVEG,,,,glacier_blanc.csv,Donnée publique,Non validée
34901466,703049a8-bdb7-4fb3-abad-e226dee18cad,10971299,7b270ffe-d9d3-44d1-931f-707320a51a0d,Band : B3,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/18/2019,7/18/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B3_30,5kmL93E0965N6430,10kmL93E096N643,968867.47,6432026.48,6.409167513,44.93519595,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2373,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,>75% (80%),,10-25% (15%),,10-25% (10%),,,10-25% (20%),5-10% (5%),,<5% (0%),<5% (0%),10-25% (10%),,Tolpis staticifolia,126821,"Tolpis staticifolia (All.) Sch.Bip., 1861",126821,"Tolpis staticifolia (All.) Sch.Bip., 1861",P,Asteraceae,,,,,,,,,,,"Recouvrement relatif : 0,153846154",,ROCVEG,,,,glacier_blanc.csv,Donnée publique,Non validée
34901482,4e8533ec-f46a-4ac3-a1aa-68ae30701752,10971299,7b270ffe-d9d3-44d1-931f-707320a51a0d,Band : B3,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/18/2019,7/18/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B3_30,5kmL93E0965N6430,10kmL93E096N643,968867.47,6432026.48,6.409167513,44.93519595,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2373,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,>75% (80%),,10-25% (15%),,10-25% (10%),,,10-25% (20%),5-10% (5%),,<5% (0%),<5% (0%),10-25% (10%),,Trifolium pallescens,127419,"Trifolium pallescens Schreb., 1804",127419,"Trifolium pallescens Schreb., 1804",P,Fabaceae,,,,,,,,,,,Recouvrement relatif : 5,,ROCVEG,,,,glacier_blanc.csv,Donnée publique,Non validée
34901498,f501eede-340a-4af6-a291-ce9ef9e412a8,10971299,7b270ffe-d9d3-44d1-931f-707320a51a0d,Band : B3,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/18/2019,7/18/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B3_30,5kmL93E0965N6430,10kmL93E096N643,968867.47,6432026.48,6.409167513,44.93519595,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2373,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,>75% (80%),,10-25% (15%),,10-25% (10%),,,10-25% (20%),5-10% (5%),,<5% (0%),<5% (0%),10-25% (10%),,Veronica alpina,128789,"Veronica alpina L., 1753",128789,"Veronica alpina L., 1753",P,Plantaginaceae,,,,,,,,,,,"Recouvrement relatif : 0,153846154",,ROCVEG,,,,glacier_blanc.csv,Donnée publique,Non validée
34901991,f2104319-a9d1-425b-8dd4-302088c06894,10971341,0d5a4c3a-c853-4e66-bfe1-4deb937091f5,Band : B4,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/22/2019,7/22/2019,ALBERT Christophe / MOINE Rémy,P,1,B4_02,5kmL93E0965N6430,10kmL93E096N643,968886.66,6431546.11,6.409147725,44.93086748,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2294,,,,Marge pro-glaciaire,,,,Nord-Est,,,,,,,,,,,,,,,<5% (0%),,50-75% (60%),,10-25% (14%),,<5% (4%),,,5-10% (5%),5-10% (6%),,5-10% (5%),<5% (3%),<5% (0%),,Epilobium dodonaei subsp. fleischeri,134114,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",134114,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",P,Onagraceae,,,,,,,,,,,"Recouvrement relatif : 0,4",,ROCVEG,,Mousses BSC : 4 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 3 ; Blocs : 5 ; Cailloux : 6 ; Graviers : 5 ; Sable : 3 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 14 ; Ligneux très bas : 60 ; Ligneux bas : 0 ; Déglaciation : 1956 ; Age : 63,,glacier_blanc.csv,Donnée publique,Non validée
34901992,f013c3ff-5d8b-4387-91e5-8a8e893f1772,10971341,0d5a4c3a-c853-4e66-bfe1-4deb937091f5,Band : B4,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/22/2019,7/22/2019,ALBERT Christophe / MOINE Rémy,P,1,B4_02,5kmL93E0965N6430,10kmL93E096N643,968886.66,6431546.11,6.409147725,44.93086748,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2294,,,,Marge pro-glaciaire,,,,Nord-Est,,,,,,,,,,,,,,,<5% (0%),,50-75% (60%),,10-25% (14%),,<5% (4%),,,5-10% (5%),5-10% (6%),,5-10% (5%),<5% (3%),<5% (0%),,Festuca melanopsis,98370,"Festuca melanopsis Foggi, Gr.Rossi & Signorini, 1999",98370,"Festuca melanopsis Foggi, Gr.Rossi & Signorini, 1999",P,Poaceae,,,,,,,,,,,Recouvrement relatif : 1,,ROCVEG,,Mousses BSC : 4 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 3 ; Blocs : 5 ; Cailloux : 6 ; Graviers : 5 ; Sable : 3 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 14 ; Ligneux très bas : 60 ; Ligneux bas : 0 ; Déglaciation : 1956 ; Age : 63,,glacier_blanc.csv,Donnée publique,Non validée
34901993,3b8a22a1-8764-495e-8653-3cbac0a47d01,10971341,0d5a4c3a-c853-4e66-bfe1-4deb937091f5,Band : B4,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/22/2019,7/22/2019,ALBERT Christophe / MOINE Rémy,P,1,B4_02,5kmL93E0965N6430,10kmL93E096N643,968886.66,6431546.11,6.409147725,44.93086748,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2294,,,,Marge pro-glaciaire,,,,Nord-Est,,,,,,,,,,,,,,,<5% (0%),,50-75% (60%),,10-25% (14%),,<5% (4%),,,5-10% (5%),5-10% (6%),,5-10% (5%),<5% (3%),<5% (0%),,Leucanthemopsis alpina,105765,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",P,Asteraceae,,,,,,,,,,,"Recouvrement relatif : 0,4",,ROCVEG,,Mousses BSC : 4 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 3 ; Blocs : 5 ; Cailloux : 6 ; Graviers : 5 ; Sable : 3 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 14 ; Ligneux très bas : 60 ; Ligneux bas : 0 ; Déglaciation : 1956 ; Age : 63,,glacier_blanc.csv,Donnée publique,Non validée
34901994,c514c440-8869-4f46-9a5d-573dd774388e,10971341,0d5a4c3a-c853-4e66-bfe1-4deb937091f5,Band : B4,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/22/2019,7/22/2019,ALBERT Christophe / MOINE Rémy,P,1,B4_02,5kmL93E0965N6430,10kmL93E096N643,968886.66,6431546.11,6.409147725,44.93086748,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2294,,,,Marge pro-glaciaire,,,,Nord-Est,,,,,,,,,,,,,,,<5% (0%),,50-75% (60%),,10-25% (14%),,<5% (4%),,,5-10% (5%),5-10% (6%),,5-10% (5%),<5% (3%),<5% (0%),,Myosotis alpestris,108987,"Myosotis alpestris F.W.Schmidt, 1794",108987,"Myosotis alpestris F.W.Schmidt, 1794",P,Boraginaceae,,,,,,,,,,,"Recouvrement relatif : 0,4",,ROCVEG,,Mousses BSC : 4 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 3 ; Blocs : 5 ; Cailloux : 6 ; Graviers : 5 ; Sable : 3 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 14 ; Ligneux très bas : 60 ; Ligneux bas : 0 ; Déglaciation : 1956 ; Age : 63,,glacier_blanc.csv,Donnée publique,Non validée
34901995,7f99bf17-e005-4663-903d-2f5bf69a1322,10971341,0d5a4c3a-c853-4e66-bfe1-4deb937091f5,Band : B4,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/22/2019,7/22/2019,ALBERT Christophe / MOINE Rémy,P,1,B4_02,5kmL93E0965N6430,10kmL93E096N643,968886.66,6431546.11,6.409147725,44.93086748,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2294,,,,Marge pro-glaciaire,,,,Nord-Est,,,,,,,,,,,,,,,<5% (0%),,50-75% (60%),,10-25% (14%),,<5% (4%),,,5-10% (5%),5-10% (6%),,5-10% (5%),<5% (3%),<5% (0%),,Poa cenisia,114151,"Poa cenisia All., 1789",114151,"Poa cenisia All., 1789",P,Poaceae,,,,,,,,,,,"Recouvrement relatif : 0,4",,ROCVEG,,Mousses BSC : 4 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 3 ; Blocs : 5 ; Cailloux : 6 ; Graviers : 5 ; Sable : 3 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 14 ; Ligneux très bas : 60 ; Ligneux bas : 0 ; Déglaciation : 1956 ; Age : 63,,glacier_blanc.csv,Donnée publique,Non validée
34901996,20ecb75d-a030-4f7f-ae4e-90960b7a9263,10971341,0d5a4c3a-c853-4e66-bfe1-4deb937091f5,Band : B4,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/22/2019,7/22/2019,ALBERT Christophe / MOINE Rémy,P,1,B4_02,5kmL93E0965N6430,10kmL93E096N643,968886.66,6431546.11,6.409147725,44.93086748,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2294,,,,Marge pro-glaciaire,,,,Nord-Est,,,,,,,,,,,,,,,<5% (0%),,50-75% (60%),,10-25% (14%),,<5% (4%),,,5-10% (5%),5-10% (6%),,5-10% (5%),<5% (3%),<5% (0%),,Salix laggeri,120085,"Salix laggeri Wimm., 1854",120085,"Salix laggeri Wimm., 1854",P,Salicaceae,,,,,,,,,,,Recouvrement relatif : 60,,ROCVEG,,Mousses BSC : 4 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 3 ; Blocs : 5 ; Cailloux : 6 ; Graviers : 5 ; Sable : 3 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 14 ; Ligneux très bas : 60 ; Ligneux bas : 0 ; Déglaciation : 1956 ; Age : 63,,glacier_blanc.csv,Donnée publique,Non validée
34901997,5df94da3-3cd9-430b-b9a1-bb77602b2820,10971341,0d5a4c3a-c853-4e66-bfe1-4deb937091f5,Band : B4,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/22/2019,7/22/2019,ALBERT Christophe / MOINE Rémy,P,1,B4_02,5kmL93E0965N6430,10kmL93E096N643,968886.66,6431546.11,6.409147725,44.93086748,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2294,,,,Marge pro-glaciaire,,,,Nord-Est,,,,,,,,,,,,,,,<5% (0%),,50-75% (60%),,10-25% (14%),,<5% (4%),,,5-10% (5%),5-10% (6%),,5-10% (5%),<5% (3%),<5% (0%),,Sedum alpestre,122107,"Sedum alpestre Vill., 1779",122107,"Sedum alpestre Vill., 1779",P,Crassulaceae,,,,,,,,,,,"Recouvrement relatif : 0,4",,ROCVEG,,Mousses BSC : 4 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 3 ; Blocs : 5 ; Cailloux : 6 ; Graviers : 5 ; Sable : 3 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 14 ; Ligneux très bas : 60 ; Ligneux bas : 0 ; Déglaciation : 1956 ; Age : 63,,glacier_blanc.csv,Donnée publique,Non validée
34901998,47c100e9-717b-493c-afc4-89a0298f6ba5,10971341,0d5a4c3a-c853-4e66-bfe1-4deb937091f5,Band : B4,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/22/2019,7/22/2019,ALBERT Christophe / MOINE Rémy,P,1,B4_02,5kmL93E0965N6430,10kmL93E096N643,968886.66,6431546.11,6.409147725,44.93086748,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2294,,,,Marge pro-glaciaire,,,,Nord-Est,,,,,,,,,,,,,,,<5% (0%),,50-75% (60%),,10-25% (14%),,<5% (4%),,,5-10% (5%),5-10% (6%),,5-10% (5%),<5% (3%),<5% (0%),,Sempervivum montanum,122467,"Sempervivum montanum L., 1753",122467,"Sempervivum montanum L., 1753",P,Crassulaceae,,,,,,,,,,,Recouvrement relatif : 1,,ROCVEG,,Mousses BSC : 4 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 3 ; Blocs : 5 ; Cailloux : 6 ; Graviers : 5 ; Sable : 3 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 14 ; Ligneux très bas : 60 ; Ligneux bas : 0 ; Déglaciation : 1956 ; Age : 63,,glacier_blanc.csv,Donnée publique,Non validée
34901999,67dfdeb0-8db1-47a8-931a-21acf1a0e85d,10971341,0d5a4c3a-c853-4e66-bfe1-4deb937091f5,Band : B4,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/22/2019,7/22/2019,ALBERT Christophe / MOINE Rémy,P,1,B4_02,5kmL93E0965N6430,10kmL93E096N643,968886.66,6431546.11,6.409147725,44.93086748,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2294,,,,Marge pro-glaciaire,,,,Nord-Est,,,,,,,,,,,,,,,<5% (0%),,50-75% (60%),,10-25% (14%),,<5% (4%),,,5-10% (5%),5-10% (6%),,5-10% (5%),<5% (3%),<5% (0%),,Trifolium pallescens,127419,"Trifolium pallescens Schreb., 1804",127419,"Trifolium pallescens Schreb., 1804",P,Fabaceae,,,,,,,,,,,Recouvrement relatif : 10,,ROCVEG,,Mousses BSC : 4 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 3 ; Blocs : 5 ; Cailloux : 6 ; Graviers : 5 ; Sable : 3 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 14 ; Ligneux très bas : 60 ; Ligneux bas : 0 ; Déglaciation : 1956 ; Age : 63,,glacier_blanc.csv,Donnée publique,Non validée
34901331,ba02ac8c-cf19-4a07-978c-799e56dc2cd9,10971296,6c5ccb0e-3d35-44bc-9324-e94e6460a02b,Band : B4,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/22/2019,7/22/2019,INCONNU ,P,1,B4_03,5kmL93E0965N6430,10kmL93E096N643,968935.18,6431560.22,6.409769854,44.93097554,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2278,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,10-25% (19%),,10-25% (20%),,,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),,Agrostis rupestris,80729,"Agrostis rupestris All., 1785",80729,"Agrostis rupestris All., 1785",P,Poaceae,,,,,,,,,,,"Recouvrement relatif : 0,142857143",,ROCVEG,,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59,,glacier_blanc.csv,Donnée publique,Non validée
34901333,280019de-2ba1-49d1-bc58-4965f8fac451,10971296,6c5ccb0e-3d35-44bc-9324-e94e6460a02b,Band : B4,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/22/2019,7/22/2019,INCONNU ,P,1,B4_03,5kmL93E0965N6430,10kmL93E096N643,968935.18,6431560.22,6.409769854,44.93097554,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2278,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,10-25% (19%),,10-25% (20%),,,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),,Atocion rupestre,717731,"Atocion rupestre (L.) Oxelman, 2001",717731,"Atocion rupestre (L.) Oxelman, 2001",P,Caryophyllaceae,,,,,,,,,,,Recouvrement relatif : 1,,ROCVEG,,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59,,glacier_blanc.csv,Donnée publique,Non validée
34901334,697277f8-6975-4d4e-b570-3c4b0e673ca2,10971296,6c5ccb0e-3d35-44bc-9324-e94e6460a02b,Band : B4,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/22/2019,7/22/2019,INCONNU ,P,1,B4_03,5kmL93E0965N6430,10kmL93E096N643,968935.18,6431560.22,6.409769854,44.93097554,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2278,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,10-25% (19%),,10-25% (20%),,,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),,Cardamine resedifolia,87970,"Cardamine resedifolia L., 1753",87970,"Cardamine resedifolia L., 1753",P,Brassicaceae,,,,,,,,,,,"Recouvrement relatif : 0,142857143",,ROCVEG,,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59,,glacier_blanc.csv,Donnée publique,Non validée
34901335,11662eb5-4a31-4685-91b1-8e8c7c3a13f1,10971296,6c5ccb0e-3d35-44bc-9324-e94e6460a02b,Band : B4,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/22/2019,7/22/2019,INCONNU ,P,1,B4_03,5kmL93E0965N6430,10kmL93E096N643,968935.18,6431560.22,6.409769854,44.93097554,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2278,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,10-25% (19%),,10-25% (20%),,,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),,Imperatoria ostruthium,103578,"Imperatoria ostruthium L., 1753",103578,"Imperatoria ostruthium L., 1753",P,Apiaceae,,,,,,,,,,,Recouvrement relatif : 2,,ROCVEG,,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59,,glacier_blanc.csv,Donnée publique,Non validée
34901336,edb4308a-648f-450a-9dd3-ae01c3ac6a6c,10971296,6c5ccb0e-3d35-44bc-9324-e94e6460a02b,Band : B4,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/22/2019,7/22/2019,INCONNU ,P,1,B4_03,5kmL93E0965N6430,10kmL93E096N643,968935.18,6431560.22,6.409769854,44.93097554,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2278,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,10-25% (19%),,10-25% (20%),,,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),,Leucanthemopsis alpina,105765,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",P,Asteraceae,,,,,,,,,,,"Recouvrement relatif : 0,142857143",,ROCVEG,,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59,,glacier_blanc.csv,Donnée publique,Non validée
34901337,ff24d718-89f1-4e28-a01b-06025357e20b,10971296,6c5ccb0e-3d35-44bc-9324-e94e6460a02b,Band : B4,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/22/2019,7/22/2019,INCONNU ,P,1,B4_03,5kmL93E0965N6430,10kmL93E096N643,968935.18,6431560.22,6.409769854,44.93097554,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2278,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,10-25% (19%),,10-25% (20%),,,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),,Lotus corniculatus subsp. alpinus,137438,"Lotus corniculatus subsp. alpinus (DC.) Rothm., 1963",137438,"Lotus corniculatus subsp. alpinus (DC.) Rothm., 1963",P,Fabaceae,,,,,,,,,,,"Recouvrement relatif : 0,142857143",,ROCVEG,,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59,,glacier_blanc.csv,Donnée publique,Non validée
34901338,40d3f8fa-587b-4bf0-ab4b-bea9f01382c8,10971296,6c5ccb0e-3d35-44bc-9324-e94e6460a02b,Band : B4,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/22/2019,7/22/2019,INCONNU ,P,1,B4_03,5kmL93E0965N6430,10kmL93E096N643,968935.18,6431560.22,6.409769854,44.93097554,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2278,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,10-25% (19%),,10-25% (20%),,,5-10% (5%),10-25% (11%),,25-50% (25%),10-25% (20%),<5% (0%),,Poa alpina,114105,"Poa alpina L., 1753",114105,"Poa alpina L., 1753",P,Poaceae,,,,,,,,,,,Recouvrement relatif : 2,,ROCVEG,,Mousses BSC : 20 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 5 ; Cailloux : 11 ; Graviers : 25 ; Sable : 20 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 19 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 1960 ; Age : 59,,glacier_blanc.csv,Donnée publique,Non validée
