id_observation,id_releve,code_perso,date_releve_deb,code_gps,x_l93,y_l93,lon_wgs84,lat_wgs84,lieudit,alti_calc,rec_total_pl,rec_arbu_pl,rec_sarb_pl,rec_herba_pl,rec_crypto_pl,substr_roch_pl,substr_bloc_pl,substr_cail_pl,substr_terr_pl,substr_grav_pl,substr_sabl_pl,substr_liti_pl,nom_cite,cd_nom,nom_complet,cd_ref,nom_reconnu_ss_auteur,nom_reconnu,famille,comm_taxon,meta_comm
29868037,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Cirsium spinosissimum (L.) Scop.,91410,"Cirsium spinosissimum (L.) Scop., 1769",91410,Cirsium spinosissimum,"Cirsium spinosissimum (L.) Scop., 1769",Asteraceae,+;5;NA;NA;NA;NA;0,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29931780,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Carex atrata L.,88359,"Carex atrata L., 1753",88359,Carex atrata,"Carex atrata L., 1753",Cyperaceae,3;17;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29931781,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Elyna myosuroides (Vill.) Fritsch,88708,"Carex myosuroides Vill., 1779",88708,Carex myosuroides,"Carex myosuroides Vill., 1779",Cyperaceae,2;12;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29931779,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Primula farinosa L.,115868,"Primula farinosa L., 1753",115868,Primula farinosa,"Primula farinosa L., 1753",Primulaceae,+;7;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29976700,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Veronica alpina L.,128789,"Veronica alpina L., 1753",128789,Veronica alpina,"Veronica alpina L., 1753",Plantaginaceae,1;6;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29987141,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Geum montanum L.,100208,"Geum montanum L., 1753",100208,Geum montanum,"Geum montanum L., 1753",Rosaceae,+;18;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29976697,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Carex parviflora Host,88756,"Carex parviflora Host, 1801",88756,Carex parviflora,"Carex parviflora Host, 1801",Cyperaceae,1;20;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29976695,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Trifolium badium Schreber,127237,"Trifolium badium Schreb., 1804",127237,Trifolium badium,"Trifolium badium Schreb., 1804",Fabaceae,3;7;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29976699,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Campanula scheuchzeri Vill.,132522,"Campanula scheuchzeri subsp. scheuchzeri Vill., 1779",132522,Campanula scheuchzeri subsp. scheuchzeri,"Campanula scheuchzeri subsp. scheuchzeri Vill., 1779",Campanulaceae,+;6;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29976693,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Bartsia alpina L.,85602,"Bartsia alpina L., 1753",85602,Bartsia alpina,"Bartsia alpina L., 1753",Orobanchaceae,10;10;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29931581,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Cerastium arvense L. subsp. strictum (Koch) Gremli,133087,"Cerastium arvense subsp. strictum Gaudin, 1828",133087,Cerastium arvense subsp. strictum,"Cerastium arvense subsp. strictum Gaudin, 1828",Caryophyllaceae,0.5;4;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29879231,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Helictotrichon versicolor (Vill.) Pilger,718360,"Helictochloa versicolor subsp. versicolor (Vill.) Romero Zarco, 2011",718360,Helictochloa versicolor subsp. versicolor,"Helictochloa versicolor subsp. versicolor (Vill.) Romero Zarco, 2011",Poaceae,+;25;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29835611,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Luzula spicata (L.) DC.,137520,"Luzula spicata subsp. spicata (L.) DC., 1805",137520,Luzula spicata subsp. spicata,"Luzula spicata subsp. spicata (L.) DC., 1805",Juncaceae,+;8;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29835612,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Plantago alpina L.,113806,"Plantago alpina L., 1753",113806,Plantago alpina,"Plantago alpina L., 1753",Plantaginaceae,+;14;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29931582,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Leucanthemopsis alpina (L.) Heywood,159722,"Leucanthemopsis alpina subsp. alpina (L.) Heywood, 1975",159722,Leucanthemopsis alpina subsp. alpina,"Leucanthemopsis alpina subsp. alpina (L.) Heywood, 1975",Asteraceae,+;12;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29931583,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Ranunculus sartorianus Boiss. & Heldr.,117222,"Ranunculus sartorianus Boiss. & Heldr., 1854",117222,Ranunculus sartorianus,"Ranunculus sartorianus Boiss. & Heldr., 1854",Ranunculaceae,+;7;NA;NA;NA;NA;0,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29976694,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Trifolium thalii Vill.,127503,"Trifolium thalii Vill., 1779",127503,Trifolium thalii,"Trifolium thalii Vill., 1779",Fabaceae,3;4;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29976696,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Myosotis alpestris F.W. Schmidt,108987,"Myosotis alpestris F.W.Schmidt, 1794",108987,Myosotis alpestris,"Myosotis alpestris F.W.Schmidt, 1794",Boraginaceae,+;7;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29976698,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Sagina glabra (Willd.) Fenzl,119798,"Sagina glabra (Willd.) Fenzl, 1833",119798,Sagina glabra,"Sagina glabra (Willd.) Fenzl, 1833",Caryophyllaceae,+;2;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29976701,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Scorzoneroides pyrenaica,611356,"Scorzoneroides pyrenaica (Gouan) Holub, 1977",611356,Scorzoneroides pyrenaica,"Scorzoneroides pyrenaica (Gouan) Holub, 1977",Asteraceae,3;9;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29976702,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Gnaphalium hoppeanum Koch (b.),110061,"Omalotheca hoppeana (W.D.J.Koch) Sch.Bip. & F.W.Schultz, 1861",110061,Omalotheca hoppeana,"Omalotheca hoppeana (W.D.J.Koch) Sch.Bip. & F.W.Schultz, 1861",Asteraceae,+;3;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
24982882,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Poa alpina L.,114105,"Poa alpina L., 1753",114105,Poa alpina,"Poa alpina L., 1753",Poaceae,9;20;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29976703,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Ligusticum mutellina (L.) Crantz,610917,"Mutellina adonidifolia (J.Gay) Gutermann, 2006",610917,Mutellina adonidifolia,"Mutellina adonidifolia (J.Gay) Gutermann, 2006",Apiaceae,+;5;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29879232,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Sempervivum montanum L.,613604,"Sempervivum montanum var. burnatii (Wettst. ex Hayek) Praeger, 1932",613604,Sempervivum montanum var. burnatii,"Sempervivum montanum var. burnatii (Wettst. ex Hayek) Praeger, 1932",Crassulaceae,+;2;NA;NA;NA;NA;0,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
29820516,9177884,Band : LIA,7/30/2019,GLIA-07,983878.08,6475309.06,6.624412757,45.31850985,Glacier de Gébroulaz,2456,>75% (95%),,,,,<5% (3%),<5% (3%),,,,,,Soldanella alpina L.,124139,"Soldanella alpina L., 1753",124139,Soldanella alpina,"Soldanella alpina L., 1753",Primulaceae,10;10;NA;NA;NA;NA;1,ROCVEG : GLIA-07 ; Band : LIA ; Time : 15:20 ; Soil crust : 2% ; Moss : 2% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.5cm ; Photo number : NA
33522410,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Lotus alpinus (DC.) Schleich. ex Ramond, 1825",106630,"Lotus alpinus (DC.) Schleich. ex Ramond, 1825",137438,Lotus corniculatus subsp. alpinus,"Lotus corniculatus subsp. alpinus (DC.) Rothm., 1963",Fabaceae,2;7;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522394,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Leontodon hispidus L., 1753",105502,"Leontodon hispidus L., 1753",137189,Leontodon hispidus subsp. hispidus,"Leontodon hispidus subsp. hispidus L., 1753",Asteraceae,0.1;5;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522389,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Vaccinium uliginosum subsp. microphyllum (Lange) Tolm., 1936",142047,"Vaccinium uliginosum subsp. microphyllum (Lange) Tolm., 1936",142047,Vaccinium uliginosum subsp. microphyllum,"Vaccinium uliginosum subsp. microphyllum (Lange) Tolm., 1936",Ericaceae,3;10;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522387,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Alnus alnobetula (Ehrh.) K.Koch, 1872",81563,"Alnus alnobetula (Ehrh.) K.Koch, 1872",131226,Alnus alnobetula subsp. alnobetula,"Alnus alnobetula subsp. alnobetula (Ehrh.) K.Koch, 1872",Betulaceae,6;35;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522390,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Anthoxanthum alpinum Á.Löve & D.Löve, 1948",82914,"Anthoxanthum alpinum Á.Löve & D.Löve, 1948",82914,Anthoxanthum alpinum,"Anthoxanthum alpinum Á.Löve & D.Löve, 1948",Poaceae,1;20;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522391,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Luzula lutea (All.) DC., 1805",106838,"Luzula lutea (All.) DC., 1805",106838,Luzula lutea,"Luzula lutea (All.) DC., 1805",Juncaceae,0.1;10;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522396,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Huperzia selago (L.) Bernh. ex Schrank & Mart., 1829",103034,"Huperzia selago (L.) Bernh. ex Schrank & Mart., 1829",103034,Huperzia selago,"Huperzia selago (L.) Bernh. ex Schrank & Mart., 1829",Lycopodiaceae,2;5;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522409,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Cystopteris fragilis (L.) Bernh., 1805",94066,"Cystopteris fragilis (L.) Bernh., 1805",94066,Cystopteris fragilis,"Cystopteris fragilis (L.) Bernh., 1805",Cystopteridaceae,0.1;12;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522397,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Salix repens L., 1753",120192,"Salix repens L., 1753",151113,Salix repens var. repens,"Salix repens var. repens L., 1753",Salicaceae,23;80;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522398,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Salix glaucosericea Flod., 1943",120048,"Salix glaucosericea Flod., 1943",120048,Salix glaucosericea,"Salix glaucosericea Flod., 1943",Salicaceae,27;80;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522399,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Salix retusa L., 1759",120195,"Salix retusa L., 1759",120195,Salix retusa,"Salix retusa L., 1759",Salicaceae,0.1;3;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522400,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Gnaphalium supinum L., 1768",100515,"Gnaphalium supinum L., 1768",110063,Omalotheca supina,"Omalotheca supina (L.) DC., 1838",Asteraceae,2;3;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522393,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",159722,Leucanthemopsis alpina subsp. alpina,"Leucanthemopsis alpina subsp. alpina (L.) Heywood, 1975",Asteraceae,0.1;2;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522395,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Scorzoneroides pyrenaica (Gouan) Holub, 1977",611356,"Scorzoneroides pyrenaica (Gouan) Holub, 1977",611356,Scorzoneroides pyrenaica,"Scorzoneroides pyrenaica (Gouan) Holub, 1977",Asteraceae,4;7;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522392,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Luzula alpinopilosa (Chaix) Breistr., 1947",106813,"Luzula alpinopilosa (Chaix) Breistr., 1947",106813,Luzula alpinopilosa,"Luzula alpinopilosa (Chaix) Breistr., 1947",Juncaceae,5;15;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522401,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Poa alpina L., 1753",114105,"Poa alpina L., 1753",114105,Poa alpina,"Poa alpina L., 1753",Poaceae,0.1;8;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522406,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Avenella flexuosa (L.) Drejer, 1838",85418,"Avenella flexuosa (L.) Drejer, 1838",85418,Avenella flexuosa,"Avenella flexuosa (L.) Drejer, 1838",Poaceae,5;8;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522388,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Rhododendron ferrugineum L., 1753",117679,"Rhododendron ferrugineum L., 1753",117679,Rhododendron ferrugineum,"Rhododendron ferrugineum L., 1753",Ericaceae,2;10;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522402,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Agrostis schraderiana Bech., 1938",80741,"Agrostis schraderiana Bech., 1938",80741,Agrostis schraderiana,"Agrostis schraderiana Bech., 1938",Poaceae,5;25;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
33522411,10400946,Band : 1985-2003,7/8/2019,P37,1000908.15,6540529.06,6.8824167,45.89785,Glacier des Pélerins,2203,>75% (84%),,,,,10-25% (10%),10-25% (10%),,,,,,"Pyrola minor L., 1753",116543,"Pyrola minor L., 1753",116543,Pyrola minor,"Pyrola minor L., 1753",Ericaceae,0.1;5;NA;NA;NA;NA;NA,ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA
29641847,9888676,Band : 1985-2003,7/30/2019,GB3-10,984238.16,6473835.89,6.62814,45.30511,Glacier de Gébroulaz,2752,<5% (3%),,,,,>75% (97%),,>75% (90%),<5% (1%),50-75% (69%),,,Sagina saginoides (L.) Karsten,140428,"Sagina saginoides subsp. saginoides (L.) H.Karst., 1882",119827,Sagina saginoides,"Sagina saginoides (L.) H.Karst., 1882",Caryophyllaceae,+;2;NA;NA;NA;NA;1,ROCVEG : GB3-10 ; Band : 1985-2003 ; Time : 11:05 ; Soil crust : + ; Moss : + ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA
